OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,latitude,longitude
45811,,,3084,ST GEORGES NR SHOWER,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.747031999228,144.996907999777
45812,,,6275,SOMERVILLE/ELLIS,INT,,,,,,,,OPERATIONAL,,,,,-36.7735249987356,144.290430999725
45813,,,307,NEPEAN HWY/BUNNINGS/MORNINGTON SC,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-38.2185939991172,145.058900999584
45814,,,2353,WHITE/TREEBY,INT,,,,,,,,OPERATIONAL,,,,,-38.0005779994037,145.102404000062
45815,,,4655,CENTRE/BRADY,INT,,,,,,,,OPERATIONAL,,,,,-37.9222809988109,145.067850000228
45816,,,4208,UNION NR BLOOMFIELD,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.7758869994897,144.915491000423
45817,,,2884,MATTHEWS NR HART,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.7300959994979,144.890028000229
45818,,,2890,MATTHEWS NR FULLARTON,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.732747999112,144.88959600024
45819,,,4436,FOOTSCRAY/WESTERN LINK NB ON & OFF RAMP,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,-37.8090729990233,144.932041000245
45820,,,3677,WARRIGAL/HARVEY NORMAN ENT. NO 1,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8771629994837,145.09131700014
45821,,,2660,SOMERVILLE/MCDONALD,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,-37.8090119995307,144.848127000546
45822,,,299,POINT NEPEAN/NINTH,INT,,,,,,,,OPERATIONAL,DUST,,,,-38.3560949993122,144.902471999609
45823,,,3543,BEACH NR CANBERRA,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8403139994738,144.933249000431
45824,,,713,MAIN/DIAMOND/CECIL,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.7118969991392,145.149013999973
45825,,,6319,HARE NR ANSTRUTHER,POS,,,,,,,,OPERATIONAL,PELICAN,,,,-36.1285079988803,144.749723999904
45826,,,2164,CRAIGIEBURN NR BENSTON,POS,,,,,,,,OPERATIONAL,,,,,-37.5988509991687,144.940209000165
45827,,,1741,Dunnings Road / Hacketts Road,INT,,,,,,,,OPERATIONAL,,,,,-37.8832949995371,144.719063000233
45828,,,5274,MORRIS/BELLBRIDGE,INT,,,,,,,,OPERATIONAL,DIDO,,,,-37.8744129993868,144.702181000046
45829,,,5275,MORRIS/HOGANS,INT,,,,,,,,OPERATIONAL,DIDO,,,,-37.8648679988657,144.703809000313
45830,,,764,BURWOOD/GLENFERN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8886179991109,145.287503000242
45831,,,6211,NORTHERN HWY/RUTLEDGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,-37.3003109994506,144.951372999989
45832,,,4159,CITY NR FANNING,POS,,,,,,,,OPERATIONAL,EVP,,,,-37.821430999422,144.966727999882
45833,,,397,SHRIVES/CENTRE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0290659992105,145.300890999791
45834,,,761,BALLARTO/MCCLELLAND,INT,,,,,,,,OPERATIONAL,,,,,-38.1168589995305,145.191518999894
45835,,,2147,SYDNEY RD/AXIOM BUSINESS PARK,INT,,,,,,,,OPERATIONAL,,,,,-37.6553489991439,144.953357000555
45836,,,511,MOOROODUC HWY/GERTRUDE,INT,,,,,,,,OPERATIONAL,,,,,-38.148977998857,145.134752000312
45837,,,5139,PAKINGTON/WARATAH/WELLINGTON,INT,,,,,,,,OPERATIONAL,,,,,-38.1380949987702,144.348806999551
45838,,,512,MONASH FWY/BELGRAVE-HALLAM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9982669990229,145.274905999567
45839,,,824,KELLETTS/TAYLORS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9119029990574,145.247016999531
45840,,,3517,MT ALEXANDER (E) NR CRAWFORD,POS,,,,,,,,OPERATIONAL,,,,,-37.7607669991449,144.921403000291
45841,,,3522,MT ALEXANDER NR NAPIER,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7550119991412,144.917782000193
45842,,,3523,MT ALEXANDER NR FLETCHER,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7549759995359,144.917309000289
45843,,,589,SPRINGFIELD NR PRIMROSE ST,POS,,,,,,,,OPERATIONAL,,,,,-37.8100219993944,145.148635999647
45844,,,871,CANTERBURY/TERRARA,INT,,,,,,,,OPERATIONAL,,,,,-37.8369909987174,145.191033999475
45845,,,3073,WATERDALE NR RAMU,POS,,,,,,,,OPERATIONAL,,,,,-37.7361229993092,145.048829999768
45846,,,5230,SURF COAST HWY/GROSSMANS/DARIAN,INT,,,,,,,,OPERATIONAL,"DIDO,PTS_SIGN",,,,-38.3222559995232,144.318500999896
45847,,,3716,FLORENCE NR OLD BAKERY,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9827349994373,145.063899000314
45848,,,3717,COMO PDE WEST NR BIRDWOOD,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.9923299994415,145.075089000251
45849,,,3274,WOOD/LAUREL/NORTHLAND ACCESS,INT,,,,,,,,OPERATIONAL,,,,,-37.7360949989489,145.02830800035
45850,,,1067,HARBOUR ESP NR LA TROBE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.8165089988996,144.945673999967
45851,,,309,WELLS/PALM/NARELLE,INT,,,,,,,,OPERATIONAL,"RLC,SRLC",,,,-38.0191989993669,145.118631000438
45852,,,3963,FORSTER/RICKETTS/HARDNER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8949189990833,145.130036999679
45853,,,310,STH GIPPS'D HWY/LESDON,INT,,,,,,,,OPERATIONAL,,,,,-38.0870949990069,145.278564999789
45854,,,311,THOMPSONS/WOODBINE,INT,,,,,,,,OPERATIONAL,,,,,-38.0825789991667,145.279045999595
45855,,,2797,PLENTY NR MAYFIELD,POS,,,,,,,,OPERATIONAL,BUS PRI,,,,-37.673607998888,145.070410000033
45856,,,106,SWANSEA/BIRMINGHAM,INT,,,,,,,,OPERATIONAL,,,,,-37.7800069992436,145.364208999983
45857,,,2111,MAIN NR DALTON,POS,,,,,,,,OPERATIONAL,,,,,-37.7252939994778,145.146777000246
45858,,,3408,OLYMPIC BLVD/MELBOURNE PARK ENT D,INT,,,,,,,,OPERATIONAL,EVP,,,,-37.8245169988244,144.987963999695
45859,,,2848,AUBURN NR BURGESS,POS,,,,,,,,OPERATIONAL,,,,,-37.84123899949,145.041564000258
45860,,,2295,BRIDPORT NR MONTAGUE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.8407019993927,144.95569900051
45861,,,760,ERAMOSA NR FRANKSTON-FLINDERS,FLASH PX,,,,,,,,OPERATIONAL,,,,,-38.2237989987056,145.176877000488
45862,,,105,MAROONDAH/COCHRANE/COOK,INT,,,,,,,,OPERATIONAL,,,,,-37.8161099987675,145.202051000235
45863,,,4488,WURUNDJERI/DUDLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8120929987216,144.945248999794
45864,,,2795,MILITARY NR RIVERSIDE,POS,,,,,,,,OPERATIONAL,,,,,-37.768634999089,144.86472999957
45865,,,2180,SOMERTON/RESERVOIR/ROXBURGH PARK S/C,INT,,,,,,,,OPERATIONAL,,,,,-37.6408659990911,144.931418000385
45866,,,300,PHE/MCGREGOR/THE AVENUE,INT,,,,,,,,OPERATIONAL,,,,,-38.0711719987862,145.475211000239
45867,,,766,MOUNTAIN HWY/JERSEY,INT,,,,,,,,OPERATIONAL,,,,,-37.837994998667,145.280187000312
45868,,,3252,MACEDON NR EVANS,POS,,,,,,,,OPERATIONAL,"DIDO,PUFFIN",,,,-37.5769929988278,144.731710999551
45869,,,765,FERNTREE GULLY/LYNTON/JANINE,INT,,,,,,,,OPERATIONAL,DIDO,,,,-37.8991759994087,145.230324999721
45870,,,3826,BURKE NR GORDON,POS,,,,,,,,OPERATIONAL,,,,,-37.8073089989818,145.061275000469
45871,,,5029,PIONEER/GEELONG BASEBALL CENTRE,INT,,,,,,,,OPERATIONAL,,,,,-38.1981389990966,144.320017000172
45872,,,3416,STURT NR GRANT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8256169994071,144.966717999699
45873,,,6080,MIDLAND HWY/FLORENCE,INT,,,,,,,,OPERATIONAL,,,,,-36.3861759990312,145.424353999947
45874,,,505,CRANBOURNE-FRANKSTON/MONAHANS/CHERRYHILL,INT,,,,,,,,OPERATIONAL,,,,,-38.1108999990336,145.265042000497
45875,,,3904,KOROROIT CREEK/DOW CHEMICAL/PRIXCAR,INT,,,,,,,,OPERATIONAL,,,,,-37.8466419995416,144.804426999955
45876,,,2662,STATION/RICHARD,INT,,,,,,,,OPERATIONAL,,,,,-37.6956749995076,144.576442999445
45877,,,2793,KEILOR/WOORITE,INT,,,,,,,,OPERATIONAL,,,,,-37.7300029987444,144.869485999829
45878,,,3283,Moreland St / Parker St,INT,,,,,,,,OPERATIONAL,,,,,-37.8073579989219,144.904155000015
45879,,,3284,Moreland St / Whitehall St,INT,,,,,,,,OPERATIONAL,,,,,-37.8082079991694,144.903220000044
45880,,,5265,DERRIMUT/WILLMOTT,INT,,,,,,,,OPERATIONAL,DUST,,,,-37.8866099988157,144.681371000353
45881,,,839,RAILWAY NR STATION,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8198389991296,145.150173999935
45882,,,3376,HODDLE NR PETER,POS,,,,,,,,OPERATIONAL,"EVP,PUFFIN",,,,-37.8011939994177,144.99276000031
45883,,,3375,HODDLE NR STUDLEY S/B,POS,,,,,,,,OPERATIONAL,"EVP,PUFFIN",,,,-37.8011449994197,144.992768000301
45884,,,5801,WESTERN FWY/BACCHUS MARSH-GISBORNE,INT,,,,,,,,OPERATIONAL,DIDO,,,,-37.6642789988361,144.439010000492
45885,,,5941,GRAY NR BROWN,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7430879994277,142.024528999879
45886,,,3882,EDWARDES NR OLIVE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7162469992948,145.005346999593
45887,,,3568,HAMPTON/DURRANT/CLUDEN,INT,,,,,,,,OPERATIONAL,,,,,-37.9123669994306,145.007238000324
45888,,,3099,BLUFF/LUDSTONE,INT,,,,,,,,OPERATIONAL,,,,,-37.9355499992873,145.024221000526
45889,,,515,FRANKSTON-DANDENONG NR WILLOW,POS,,,,,,,,OPERATIONAL,,,,,-38.0438469992877,145.20954800039
45890,,,3213,SPRING BTW VIOLA & CLEELAND,POS,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,,-37.7180329991346,145.005757000087
45891,,,3117,NORMANBY/LEINSTER,INT,,,,,,,,OPERATIONAL,,,,,-37.7581869990923,144.987994999525
45892,,,2598,MELTON HWY NR ARRAN,POS,,,,,,,,OPERATIONAL,,,,,-37.694061998699,144.761639000404
45893,,,2597,MELTON HWY/CALDER PARK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.6934419992873,144.756600000088
45894,,,2030,Rooks btw Queens & Station,POS,,,,,,,,OPERATIONAL,"Bike Det,PUFFIN",,,,-37.819919999417,145.185491000349
45895,,,1766,Mountain Highway / Station Street,INT,,,,,,,,OPERATIONAL,,,,,-37.8407939990798,145.266286999587
45896,,,1037,QUEENSBERRY/LEICESTER,INT,,,,,,,,OPERATIONAL,,,,,-37.8042269987069,144.960300000179
45897,,,3419,MCKINNON NR GLEN ORME,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.9109199989974,145.037100000199
45898,,,6641,MOE-GLENGARRY/OLLERTON,INT,,,,,,,,OPERATIONAL,DUST,,,,-38.1832419989649,146.277089999612
45899,,,4487,WESTERN LINK/DYNON OFF RAMP SOUTH BD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8053059987159,144.937332000381
45900,,,388,BORONIA/CFA FIRE STN,FIRE SIG,,,,,,,,OPERATIONAL,FIRE LNK,,,,-37.8599049991835,145.265415000159
45901,,,5115,THOMPSON/DONNYBROOK,INT,,,,,,,,OPERATIONAL,,,,,-38.0867499990069,144.348056000081
45902,,,4437,WURUNDJERI/BOURKE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.817885999159,144.95055600014
45903,,,506,NARRE WARREN-CRANB/ORMOND/LITTLECROFT,INT,,,,,,,,OPERATIONAL,,,,,-38.0652779989984,145.299123999465
45904,,,1066,HARBOUR ESP/LATROBE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8149929989975,144.945005999683
45905,,,1065,WURUNDJERI/TELSTRA DOME SE ENT,INT,,,,,,,,OPERATIONAL,,,,,-37.8171109995003,144.9500749995
45906,,,2796,SETTLEMENT/NORTHGATE,INT,,,,,,,,OPERATIONAL,,,,,-37.6944369992468,145.039177000409
45907,,,5836,LYDIARD/RAIL CROSSING,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.5584799989084,143.858396999542
45908,,,3418,DORCAS NR ST LUKE,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8328519989141,144.961114999709
45909,,,6301,MIDLAND HWY(BARKER)/PYRENEES HWY(FOREST),INT,,,,,,,,OPERATIONAL,"ASB WARN,DIDO",,,,-37.0668029993743,144.216589999903
45910,,,6310,CAMPBELL NR MCCRAE,POS,,,,,,,,OPERATIONAL,,,,,-35.3399029991184,143.559896000378
45911,,,5217,TOWNSEND/WILSONS,INT,,,,,,,,OPERATIONAL,,,,,-38.1811459988598,144.389451999475
45912,,,5220,CHURCH NR BAYVIEW,POS,,,,,,,,OPERATIONAL,,,,,-38.1295549989721,144.329710999501
45913,,,3247,STATION/EVANS,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.5820099994228,144.727679000423
45914,,,5241,MAIN/MURNONG,INT,,,,,,,,OPERATIONAL,,,,,-37.8831799995329,144.735295000505
45915,,,6631,PHE/SHADY CREEK/RAILWAY/ROLLO (YARRAGON),INT,,,,,,,,OPERATIONAL,"DUST,RAIL LNK",,,,-38.2039539991091,146.067669000148
45916,,,4735,LAKESIDE/LINK,INT,,,,,,,,OPERATIONAL,,,,,-37.8494379987006,144.976812999601
45917,,,4736,HIGH/EPPING PLAZA SHOPPING ACCESS 1,INT,,,,,,,,OPERATIONAL,,,,,-37.6547149988193,145.021775999755
45918,,,4725,WIDFORD NR OLSEN,POS,,,,,,,,OPERATIONAL,,,,,-37.6896139993203,144.926139000218
45919,,,4726,CLARENDON NR MELBOURNE EXHIBITION CENTRE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.8236009993653,144.956233999841
45920,,,4711,SWANSTON/CEMETERY EAST/COLLEGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RBT SIGS",,,,-37.7934129991942,144.965160999648
45921,,,4652,DAREBIN NR ARTHUR,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7656829992562,145.022261999792
45922,,,4651,PASCOE VALE/SUNSET,INT,,,,,,,,OPERATIONAL,,,,,-37.6911339988515,144.915518000125
45923,,,3715,BOUNDARY/GOVERNOR (ROUNDABOUT),RBT MTR,,,,,,,,OPERATIONAL,,,,,-38.0071799989254,145.103991000105
45924,,,5936,MACEDON-WOODEND/ASHBOURNE,INT,,,,,,,,OPERATIONAL,DIDO,,,,-37.3611759991805,144.527228999943
45925,,,160,STATION/ALPINE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.8829429988583,145.295660999915
45926,,,364,SNEDDEN/THE GLEN CAR PARK,INT,,,,,,,,OPERATIONAL,,,,,-37.8756589990033,145.164041000115
45927,,,6090,GVH (WYNDHAM) NR GUTHRIE,POS,,,,,,,,OPERATIONAL,"DUST,PELICAN",,,,-36.4007259991701,145.395288999467
45928,,,815,MT DANDENONG/DURHAM/LIVERPOOL,INT,,,,,,,,OPERATIONAL,,,,,-37.8028229992029,145.315305999922
45929,,,154,WARBURTON HWY/YARRA JUNCTION-NOOJEE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,-37.7815839994232,145.614129000196
45930,,,5257,WERRIBEE MAIN RD(PHW)/DERRIMUT,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,-37.8938369991737,144.680480999552
45931,,,5828,GILLIES/WINTER,INT,,,,,,,,OPERATIONAL,,,,,-37.5686179990284,143.816211999676
45932,,,5269,HEATHS/ROSELLA,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,-37.8765029987099,144.672749000092
45933,,,2972,VICTORIA NR CLARKE,POS,,,,,,,,OPERATIONAL,,,,,-37.7786779993712,145.010301000285
45934,,,2973,VICTORIA NR MITCHELL,POS,,,,,,,,OPERATIONAL,,,,,-37.7729619990715,145.011304000374
45935,,,1231,BROADWAY NTH OF GLENHUNTLY RD,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8821749990973,144.982433999715
45936,,,1232,"GLENHUNTLY RD , WEST OF BROADWAY",FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8821069993981,144.981566999773
45937,,,2109,EASTERN NR YOUNG (WEST BOUND),POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7936539991678,144.981167999716
45938,,,540,MONASH FWY/WELLINGTON IB,RAMP MTR,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9214879994051,145.174185999978
45939,,,2110,EASTERN NR GOLD (WEST BOUND),POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.794547999486,144.989715999621
45940,,,4896,PLENTY/ENTERPRISE,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.6845629993242,145.068632000513
45941,,,5831,GRANT NR PILMER,POS,,,,,,,,OPERATIONAL,,,,,-37.6779139989766,144.434916000262
45942,,,4047,GLADSTONE NR PRATT,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7686029995347,144.921099999886
45943,,,4432,WAVERLEY NR ALMA (MOONEE VALLEY),POS,,,,,,,,OPERATIONAL,,,,,-37.7583589989122,144.906850000387
45944,,,2013,STATION NR BRONTE & DELANY,POS,,,,,,,,OPERATIONAL,,,,,-37.8483459991938,145.120348999648
45945,,,809,BRICE NR GEORGE & BATHURST,POS,,,,,,,,OPERATIONAL,,,,,-37.7853559995123,145.314267000349
45946,,,4656,STATION/DEER PARK SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,-37.7509479989486,144.777967000287
45947,,,328,RAILWAY/CHAPEL,INT,,,,,,,,OPERATIONAL,,,,,-37.8193709991664,145.153843000097
45948,,,4795,BOLDREWOOD NR GENOA,POS,,,,,,,,OPERATIONAL,,,,,-37.7200159994859,145.021149000218
45949,,,4796,KINGSBURY/WATERDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7267979988024,145.050785999579
45950,,,4798,GILBERT NR OAKOVER,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,-37.7482249993017,144.988444999807
45951,,,4799,PLENTY NR DAVID,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7428339986926,145.008366000435
45952,,,4800,BRIDGE/LENNOX,INT,,,,,,,,OPERATIONAL,"Bluetooth,ESLS,EVP,TRAM PRI",,,,-37.8180659989568,144.994624000355
45953,,,4801,BRIDGE/CHURCH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI,VSLS",,,,-37.8185839993321,144.999169999948
45954,,,4802,BRIDGE NR RICHMOND TOWN HALL,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM RSV",,,,-37.818723999351,145.000764000356
45955,,,4748,TOORAK/ORRONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8416739995009,145.013835999822
45956,,,4749,TOORAK NR IRVING,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8424389994637,145.020312999657
45957,,,4750,TOORAK/KOOYONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8427569987607,145.022939000521
45958,,,4751,COMMERCIAL NR TYRONE,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.845988999463,144.987361000276
45959,,,4752,LITTLE CHAPEL NR KING,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8497169988487,144.994680000304
45960,,,4753,MALVERN/CHAPEL/BRAY/LITTLE CHAPEL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8468639989373,144.994131999434
45961,,,4754,MALVERN/BENDIGO/SURREY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8473819990552,144.997921000163
45962,,,4755,MALVERN/WILLIAMS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,,-37.8481029995049,145.003185999487
45963,,,4756,MALVERN NR A'BECKETT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8490189992859,145.010274999857
45964,,,4757,MALVERN/ORRONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8492829993216,145.012317000535
45965,,,4758,MALVERN/CLENDON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8497099993475,145.0154929998
45966,,,4759,MALVERN/KOOYONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,TRAM PRI",,,,-37.8504979991917,145.021444999635
45967,,,4760,HIGH NR PERTH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8511329993962,144.987813999981
45968,,,4761,HIGH/ST EDMONDS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8516199989404,144.991584000156
45969,,,4763,HIGH/HORNBY/BANGS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8522769990561,144.996481000033
45970,,,4764,HIGH/WILLIAMS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8530909987336,145.002438999733
45971,,,4766,HIGH/ORRONG,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTTL,TRAM PRI",,,,-37.854312999278,145.011561000309
45972,,,4767,HIGH NR CHEEL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8550309987231,145.016995999684
45973,,,3909,GRIMSHAW/CHURCH,INT,,,,,,,,OPERATIONAL,,,,,-37.704494999383,145.101918999799
45974,,,4169,METROPOLITAN RING ROAD/PLENTY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.6870659992848,145.067692000499
45975,,,5182,BACCHUS-MARSH /O'BRIENS,INT,,,,,,,,OPERATIONAL,MICROCEL,,,,-38.0553069987061,144.358382000023
45976,,,2178,SYDNEY RD/NORTHBOURNE/TRUCK CITY,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,-37.6475089987902,144.952129000418
45977,,,3615,PASCOE VALE/COLERAINE,INT,,,,,,,,OPERATIONAL,,,,,-37.6779089988004,144.922263999457
45978,,,4636,BOURKE/CLAYTON/OSBORNE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.942929999338,145.116224999976
45979,,,4639,CENTRE NR CHESTER,POS,,,,,,,,OPERATIONAL,,,,,-37.9216809994854,145.063169000503
45980,,,4640,BALCOMBE/CHARMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.9797799990412,145.053043999629
45981,,,4575,SPRING/COLLINS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8133159987105,144.973953000444
45982,,,6284,MYRTLE/WILLS-MYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-36.7670199995278,144.275189000062
45983,,,4928,MAIN ROAD EAST/COLLINS,INT,,,,,,,,OPERATIONAL,,,,,-37.7444709992701,144.801913999793
45984,,,4929,MCINTYRE NR SUNSHINE (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,,,,,-37.7745539990901,144.829182999568
45985,,,4930,MAIN/KINGS/STATION,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7419539991666,144.779445999724
45986,,,4931,MAIN WEST/MCKECHNIE,INT,,,,,,,,OPERATIONAL,,,,,-37.7441059986836,144.798890999861
45987,,,4932,MAIN/ST ALBANS/ESPLANADE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,UPS",,,,-37.7442329987616,144.799942000053
45988,,,4933,STATION NR TRINACRIA,POS,,,,,,,,OPERATIONAL,,,,,-37.7668919990535,144.775185999629
45989,,,3337,LWR PLENTY/CREW/MARTINS,INT,,,,,,,,OPERATIONAL,,,,,-37.7315719994641,145.085419000224
45990,,,4980,EXFORD NR MORSHEAD,POS,,,,,,,,OPERATIONAL,,,,,-37.7085059993183,144.574017999497
45991,,,4982,COBURNS/WESTERN FWY (NTH),INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.6881479992909,144.567444000467
45992,,,4983,COBURNS/WESTERN FWY (STH),INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.6921729995497,144.566674000238
45993,,,4988,MAHONEYS NR THOMASTOWN FIRE,FIRE W/W,,,,,,,,OPERATIONAL,,,,,-37.693490999383,144.997820999816
45994,,,4990,EDGARS/MAIN,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,-37.6787519995383,144.999301999736
45995,,,4991,MAHONEYS/HUGHES,INT,,,,,,,,OPERATIONAL,,,,,-37.6927699988614,144.991037000559
45996,,,4992,MAHONEYS/EDGARS,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,-37.693812998967,145.001001999911
45997,,,4993,MCKIMMIES NR DAREBIN,POS,,,,,,,,OPERATIONAL,,,,,-37.6754439991459,145.035391000277
45998,,,4994,DALTON/THE BOULEVARD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.6766059990847,145.030516999851
45999,,,4995,PLENTY/MCKIMMIES,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,,-37.6788429988113,145.069654999747
46000,,,4996,SETTLEMENT NR COOK,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.6976019988049,145.056655000526
46001,,,4998,SETTLEMENT NR NORRIS,POS,,,,,,,,OPERATIONAL,,,,,-37.6951009993826,145.043279000197
46002,,,5000,DERRIMUT/BAGGOTT,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,-37.8749459991894,144.683327000313
46003,,,5001,DUNCANS/WATTON,INT,,,,,,,,OPERATIONAL,,,,,-37.9009459990062,144.662037000154
46004,,,5002,FITZGERALD/LEAKES/KOROROIT CREEK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8441709995562,144.781913999523
46005,,,5003,PHW/OLD GEELONG,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.8847739993537,144.700178000411
46006,,,5004,CORIO-WAURN PONDS / BRODERICK,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTS_SIGN",,,,-38.0651219995432,144.381522999945
46007,,,5005,CORIO-WAURN PONDS/PLANTATION/SCHOOL,INT,,,,,,,,OPERATIONAL,,,,,-38.0687769988709,144.376835999482
46008,,,4935,FURLONG/ST ALBANS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,RLC",,,,-37.7603719994222,144.812139000189
46009,,,4936,HAMPSTEAD/WESTS/WILLIAMSON,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,-37.7750319992931,144.881097999666
